system_size_kw,tilt,azimuth,losses,tilt_deviation,azimuth_deviation,latitude,solrad_annual,ac_annual,city,region,effective_irradiance,azimuth_cos_factor,combined_orientation_factor,loss_adjusted_capacity,theoretical_max_kwh,capacity_factor,latitude_tilt_ratio,north_distance,solrad_per_lat_degree,size_x_solrad,size_x_orientation
14.05,21.4,44.9,15.5,-2.25,44.900000000000006,-23.65,6.260674307900832,22969.3,Antofagasta,Antofagasta,6.255847554900803,0.7083398377245288,0.707793733380391,11.872250000000001,27129.826051471115,0.18662392954061652,0.904862579281184,44.9,0.26472195805077514,87.96247402600669,9.944501953994493
10.37,27.3,32.9,17.1,3.650000000000002,32.900000000000006,-23.65,6.260674307900832,17251.0,Antofagasta,Antofagasta,6.247974864071729,0.8396198645344132,0.8379167404325896,8.596729999999999,19644.784224680516,0.18990281942554701,1.1543340380549685,32.9,0.26472195805077514,64.92319257293163,8.689196598285953
12.7,21.2,357.3,10.7,-2.4499999999999993,-2.7000000000000455,-23.65,6.260674307900832,23724.2,Antofagasta,Antofagasta,6.254951464733141,0.9988898749619699,0.9979767959843608,11.341099999999999,25916.070688566953,0.21324740229389136,0.8964059196617337,2.6999999999999886,0.26472195805077514,79.51056371034056,12.674305309001381
7.76,31.1,8.8,14.8,7.450000000000003,8.800000000000011,-23.65,6.260674307900832,13699.0,Antofagasta,Antofagasta,6.207824133524705,0.9882283814465528,0.9798861423019646,6.61152,15108.289291062963,0.20152226615826394,1.3150105708245245,8.8,0.26472195805077514,48.58283262931045,7.603916464263245
4.95,9.0,19.2,17.8,-14.65,19.19999999999999,-23.65,6.260674307900832,8136.9,Antofagasta,Antofagasta,6.057132461295635,0.9443763702374811,0.9136735895408599,4.0689,9298.031057367458,0.18765047737650475,0.3805496828752643,19.2,0.26472195805077514,30.99033782410912,4.522684268227256
9.21,21.0,3.0,17.5,-2.6499999999999986,3.0,-23.65,6.260674307900832,15899.1,Antofagasta,Antofagasta,6.253979159955824,0.9986295347545738,0.9975616030672476,7.59825,17363.111524402735,0.19706468549670547,0.8879492600422834,3.0,0.26472195805077514,57.660810375766665,9.187542364249351
2.83,7.7,3.3,18.2,-15.95,3.3000000000000114,-23.65,6.260674307900832,4664.1,Antofagasta,Antofagasta,6.019650047348618,0.9983418166140283,0.9599075224319963,2.3149400000000004,5289.9761645511635,0.18813834164286752,0.32558139534883723,3.3,0.26472195805077514,17.717708291359354,2.7165382884825497
12.76,11.7,20.6,14.5,-11.95,20.59999999999999,-23.65,6.260674307900832,22003.8,Antofagasta,Antofagasta,6.124997140388783,0.9360595357389734,0.9157738763697528,10.909799999999999,24930.48716598282,0.1968533945978443,0.49471458773784355,20.6,0.26472195805077514,79.88620416881461,11.685274662478045
10.21,34.6,358.5,18.2,10.950000000000005,-1.5,-23.65,6.260674307900832,17181.5,Antofagasta,Antofagasta,6.146688226158159,0.9996573249755573,0.9814568858606321,8.351780000000002,19085.037682002607,0.1921017088627409,1.463002114164905,1.5,0.26472195805077514,63.9214846836675,10.020674804637054
11.86,30.8,341.8,12.4,7.150000000000002,-18.200000000000045,-23.65,6.260674307900832,21313.5,Antofagasta,Antofagasta,6.211989410069773,0.9499720515246523,0.942584781400654,10.38936,23741.20571804939,0.2051473815518954,1.302325581395349,18.19999999999999,0.26472195805077514,74.25159729170386,11.179055507411757
6.61,17.9,349.6,13.6,-5.75,-10.399999999999975,-23.65,6.260674307900832,11853.0,Antofagasta,Antofagasta,6.229173839383643,0.983571470813386,0.9786226489090646,5.711040000000001,13050.560910778799,0.20470229830269618,0.7568710359408034,10.399999999999977,0.26472195805077514,41.3830571752245,6.468695709288917
14.62,11.6,15.8,11.8,-12.05,15.800000000000011,-23.65,6.260674307900832,26180.3,Antofagasta,Antofagasta,6.122725302520681,0.9622179935292853,0.9410162812794183,12.894839999999999,29466.593624759564,0.2044198851888637,0.4904862579281184,15.8,0.26472195805077514,91.53105838151015,13.757658032305095
13.61,0.0,0.1,14.7,-23.65,0.0999999999999943,-23.65,6.260674307900832,22287.3,Antofagasta,Antofagasta,5.734859118929861,0.9999984769132877,0.9160116150755336,11.60933,26529.01543297396,0.18693698227532132,0.0,0.1,0.26472195805077514,85.20777733053032,12.466918081178012
12.12,19.3,8.5,13.9,-4.349999999999998,8.5,-23.65,6.260674307900832,21732.9,Antofagasta,Antofagasta,6.242639324605827,0.9890158633619168,0.9861668276675161,10.435319999999999,23846.231033834152,0.20469675392196757,0.8160676532769556,8.5,0.26472195805077514,75.87937261175807,11.952341951330293
4.53,43.0,16.8,12.4,19.35,16.80000000000001,-23.65,6.260674307900832,7759.6,Antofagasta,Antofagasta,5.907022364523227,0.9573194975320672,0.9032425907828637,3.96828,9068.0996545332,0.1955406372534196,1.8181818181818183,16.8,0.26472195805077514,28.36085461479077,4.091688936246373
8.07,27.1,350.6,17.5,3.450000000000003,-9.399999999999975,-23.65,6.260674307900832,13868.8,Antofagasta,Antofagasta,6.2493280456211915,0.9865721616069695,0.9847841902235583,6.65775,15213.931596300768,0.1961829426309744,1.145877378435518,9.399999999999977,0.26472195805077514,50.523641664759715,7.947208415104116
2.57,19.2,18.9,13.1,-4.449999999999999,18.90000000000001,-23.65,6.260674307900832,4598.4,Antofagasta,Antofagasta,6.241801020647944,0.9460853588275453,0.943233311290051,2.23333,5103.48538950342,0.20425350461062844,0.8118393234672304,18.9,0.26472195805077514,16.089932971305135,2.4241096100154307
4.01,27.4,9.5,12.7,3.75,9.5,-23.65,6.260674307900832,7283.8,Antofagasta,Antofagasta,6.247269723629513,0.9862856015372314,0.9841738883556801,3.50073,7999.679585012653,0.20735262300868834,1.1585623678646935,9.5,0.26472195805077514,25.105303974682336,3.946537292306277
10.88,11.2,329.1,11.3,-12.45,-30.899999999999977,-23.65,6.260674307900832,19025.9,Antofagasta,Antofagasta,6.113451512273449,0.8580649057236448,0.8378870929134559,9.65056,22052.93976283224,0.19962374932849852,0.47357293868921774,30.899999999999977,0.26472195805077514,68.11613646996105,9.1162115708984
11.68,21.3,36.1,14.4,-2.349999999999998,36.099999999999994,-23.65,6.260674307900832,19907.2,Antofagasta,Antofagasta,6.2554090373473565,0.8079898838980306,0.8073103587967447,9.99808,22847.073743283057,0.19456433352098582,0.9006342494714589,36.1,0.26472195805077514,73.12467591628172,9.429384990745978
14.58,24.4,347.5,13.0,0.75,-12.5,-23.65,6.260674307900832,26401.1,Antofagasta,Antofagasta,6.260137940744522,0.9762960071199334,0.9762123654725161,12.6846,28986.164503989596,0.20670947880063387,1.0317124735729386,12.5,0.26472195805077514,91.28063140919413,14.233176288589284
6.24,23.0,318.6,13.7,-0.6499999999999986,-41.39999999999998,-23.65,6.260674307900832,10547.6,Antofagasta,Antofagasta,6.260271435138335,0.7501110696304598,0.7500628001783306,5.38512,12305.786086571467,0.19295896265074347,0.9725158562367865,41.39999999999998,0.26472195805077514,39.06660768130119,4.680391873112783
6.82,30.0,333.9,12.4,6.350000000000001,-26.100000000000023,-23.65,6.260674307900832,12116.9,Antofagasta,Antofagasta,6.222263917452136,0.8980275757606154,0.8925180111159364,5.9743200000000005,13652.194181880008,0.20281638747171224,1.2684989429175477,26.100000000000023,0.26472195805077514,42.697798779883676,6.086972835810687
8.1,26.4,334.5,17.6,2.75,-25.5,-23.65,6.260674307900832,13624.0,Antofagasta,Antofagasta,6.253464430754531,0.9025852843498606,0.9015458549379187,6.6743999999999994,15251.979279238456,0.192006313771915,1.1162790697674418,25.5,0.26472195805077514,50.711461893996734,7.302521424997141
4.46,29.0,1.3,19.3,5.350000000000001,1.3000000000000114,-23.65,6.260674307900832,7512.6,Antofagasta,Antofagasta,6.2334009981931615,0.9997426093226983,0.9953874410978312,3.59922,8224.743626606234,0.19228760980404203,1.226215644820296,1.3,0.26472195805077514,27.92260741323771,4.439427987296327
3.69,18.1,353.2,15.0,-5.549999999999997,-6.7999999999999545,-23.65,6.260674307900832,6529.0,Antofagasta,Antofagasta,6.23132538215505,0.992965508106537,0.9883106627125251,3.1365,7167.360812856799,0.20198364084097464,0.7653276955602538,6.800000000000011,0.26472195805077514,23.101888196154068,3.6468663454092174
8.18,30.8,351.6,16.4,7.150000000000002,-8.399999999999977,-23.65,6.260674307900832,14178.5,Antofagasta,Antofagasta,6.211989410069773,0.9892723329629883,0.9815794519586825,6.838480000000001,15626.926054999196,0.1978667760770785,1.302325581395349,8.399999999999977,0.26472195805077514,51.212315838628804,8.029319917022022
4.95,36.7,15.5,18.7,13.050000000000004,15.5,-23.65,6.260674307900832,8141.8,Antofagasta,Antofagasta,6.0989822952428705,0.963630453208623,0.9387431423895352,4.02435,9196.22779761526,0.18776347954430148,1.5517970401691334,15.5,0.26472195805077514,30.99033782410912,4.646778554828199
10.71,15.9,8.5,20.0,-7.749999999999998,8.5,-23.65,6.260674307900832,17736.0,Antofagasta,Antofagasta,6.203488666345155,0.9890158633619168,0.9799820909799678,8.568000000000001,19579.131976584435,0.18904365399127687,0.6723044397463003,8.5,0.26472195805077514,67.05182183761791,10.495608194395455
7.68,16.5,7.9,16.1,-7.149999999999999,7.900000000000006,-23.65,6.260674307900832,13363.9,Antofagasta,Antofagasta,6.211989410069773,0.9905094632383088,0.9828069619346397,6.4435199999999995,14724.384742502485,0.19864054176179602,0.6976744186046512,7.9,0.26472195805077514,48.08197868467839,7.5479574676580325
12.82,34.3,10.2,18.9,10.65,10.199999999999989,-23.65,6.260674307900832,21328.0,Antofagasta,Antofagasta,6.152830731165802,0.984195607969242,0.9672422944201943,10.397020000000001,23758.709937346855,0.1899144458929042,1.4503171247357294,10.2,0.26472195805077514,80.26184462728867,12.40004621446689
11.1,22.1,15.4,19.1,-1.5499999999999972,15.400000000000006,-23.65,6.260674307900832,18646.3,Antofagasta,Antofagasta,6.258383531180796,0.9640954042341101,0.9637426423430905,8.979899999999999,20520.383664394314,0.1917633386811469,0.9344608879492602,15.4,0.26472195805077514,69.49348481769923,10.697543330008305
6.06,34.9,307.3,17.9,11.25,-52.69999999999999,-23.65,6.260674307900832,9161.3,Antofagasta,Antofagasta,6.140377206587818,0.6059884002657112,0.5943445030757106,4.97526,11369.196096851241,0.1725759904757599,1.4756871035940804,52.69999999999999,0.26472195805077514,37.939686305879036,3.6017276886388063
12.82,20.1,350.9,14.6,-3.549999999999997,-9.100000000000025,-23.65,6.260674307900832,22817.9,Antofagasta,Antofagasta,6.248660972098956,0.9874138067509114,0.9855191013162369,10.94828,25018.419588772154,0.20318120944015844,0.849894291754757,9.100000000000023,0.26472195805077514,80.26184462728867,12.634354878874158
12.46,35.3,305.5,10.8,11.65,-54.5,-23.65,6.260674307900832,20275.5,Antofagasta,Antofagasta,6.1317006797745455,0.5807029557109398,0.5687401281658011,11.114320000000001,25397.84525093276,0.1857588117592735,1.492600422832981,54.5,0.26472195805077514,78.00800187644437,7.0865019969458825
7.04,24.7,0.9,10.2,1.0500000000000007,0.9000000000000057,-23.65,6.260674307900832,13243.3,Antofagasta,Antofagasta,6.259623042685141,0.9998766324816606,0.9997087375438288,6.32192,14446.510974020617,0.21474321554586964,1.0443974630021142,0.9,0.26472195805077514,44.075147127621854,7.037949512308555
5.75,25.7,359.9,14.8,2.0500000000000007,-0.1000000000000227,-23.65,6.260674307900832,10257.4,Antofagasta,Antofagasta,6.256667419540234,0.9999984769132877,0.9993584688150062,4.899,11194.930853558255,0.20364105618423664,1.0866807610993658,0.10000000000002274,0.26472195805077514,35.99887727042978,5.746311195686286
10.87,36.2,26.1,14.9,12.550000000000004,26.09999999999999,-23.65,6.260674307900832,18424.4,Antofagasta,Antofagasta,6.111086490329912,0.8980275757606156,0.8765707839567347,9.250369999999998,21138.44713611546,0.1934905252191739,1.5306553911205076,26.1,0.26472195805077514,68.05352972688203,9.528324421609705
3.82,20.8,29.7,14.1,-2.849999999999998,29.69999999999999,-23.65,6.260674307900832,6633.3,Antofagasta,Antofagasta,6.252930652416078,0.8686315144381913,0.8675571280605897,3.28138,7498.432783067766,0.19822670874273832,0.8794926004228331,29.7,0.26472195805077514,23.915775856181178,3.3140682291914527
4.6,16.1,5.1,15.7,-7.549999999999997,5.099999999999994,-23.65,6.260674307900832,8046.1,Antofagasta,Antofagasta,6.20639788209508,0.9960410654107696,0.9874059653676281,3.8777999999999997,8861.339633379912,0.19967490569783602,0.6807610993657506,5.1,0.26472195805077514,28.799101816343825,4.542067440691089
2.1,20.1,347.5,15.5,-3.549999999999997,-12.5,-23.65,6.260674307900832,3679.9,Antofagasta,Antofagasta,6.248660972098956,0.9762960071199334,0.9744226351477225,1.7745,4054.991794170059,0.20003805175038053,0.849894291754757,12.5,0.26472195805077514,13.147416046591747,2.0462875338102173
12.23,27.3,12.1,18.4,3.650000000000002,12.099999999999994,-23.65,6.260674307900832,20758.5,Antofagasta,Antofagasta,6.247974864071729,0.9777832367586062,0.9757998556271866,9.979680000000002,22805.027054631202,0.1937605707949238,1.1543340380549685,12.1,0.26472195805077514,76.56804678562717,11.934032234320492
10.64,11.1,346.8,11.1,-12.55,-13.200000000000044,-23.65,6.260674307900832,19225.9,Antofagasta,Antofagasta,6.111086490329912,0.9735789028731601,0.9503169447914088,9.458960000000001,21615.105765783504,0.20627231606413293,0.4693446088794926,13.199999999999989,0.26472195805077514,66.61357463606485,10.11137229258059
11.17,28.7,360.0,12.3,5.050000000000001,0.0,-23.65,6.260674307900832,20448.4,Antofagasta,Antofagasta,6.236372004554982,1.0,0.9961182610449516,9.79609,22385.497078022752,0.20897871418468422,1.2135306553911205,0.0,0.26472195805077514,69.9317320192523,11.126640975872109
12.15,19.3,24.7,17.9,-4.349999999999998,24.69999999999999,-23.65,6.260674307900832,20350.9,Antofagasta,Antofagasta,6.242639324605827,0.9085081775267219,0.9058910585073867,9.97515,22794.6753426968,0.1912067572392281,0.8160676532769556,24.7,0.26472195805077514,76.0671928409951,11.006576360864749
7.97,32.8,346.1,18.5,9.15,-13.899999999999975,-23.65,6.260674307900832,13331.7,Antofagasta,Antofagasta,6.1810098057197385,0.9707164815781909,0.9583645141285636,6.49555,14843.280895250115,0.19095151338065694,1.386892177589852,13.899999999999977,0.26472195805077514,49.89757423396963,7.638165177604652
9.39,4.5,20.1,19.9,-19.15,20.09999999999999,-23.65,6.260674307900832,14653.1,Antofagasta,Antofagasta,5.91422737934968,0.9390942520947092,0.8871275943103116,7.521390000000001,17187.47519343632,0.17813933019193642,0.19027484143763215,20.1,0.26472195805077514,58.787731751188815,8.330128110573826
3.82,17.4,16.9,18.7,-6.25,16.900000000000006,-23.65,6.260674307900832,6390.2,Antofagasta,Antofagasta,6.2234629773144565,0.9568135840576074,0.9511266077296788,3.10566,7096.886906442483,0.19096201200124316,0.7357293868921776,16.9,0.26472195805077514,23.915775856181178,3.633303641527373
3.49,10.2,336.1,18.9,-13.45,-23.899999999999977,-23.65,6.260674307900832,5639.9,Antofagasta,Antofagasta,6.088964481735939,0.9142539552342639,0.8891789585161424,2.8303900000000004,6467.854733333895,0.18447684839920972,0.4312896405919662,23.899999999999977,0.26472195805077514,21.849753334573904,3.103234565221337
10.69,17.0,24.3,13.1,-6.649999999999999,24.30000000000001,-23.65,6.260674307900832,18887.6,Antofagasta,Antofagasta,6.218553028194111,0.9114032766354452,0.905271433569861,9.28961,21228.116269957805,0.2016949224940306,0.718816067653277,24.3,0.26472195805077514,66.92660835145989,9.677351624861814
8.12,25.6,17.5,14.0,1.9500000000000028,17.5,-23.65,6.260674307900832,14457.0,Antofagasta,Antofagasta,6.257048764128768,0.9537169507482269,0.9531646551996895,6.983199999999999,15957.632401830575,0.20324414602874688,1.0824524312896406,17.5,0.26472195805077514,50.83667538015475,7.739697000221478
9.35,22.2,2.5,12.7,-1.4499999999999993,2.5,-23.65,6.260674307900832,17091.9,Antofagasta,Antofagasta,6.258669565035858,0.9990482215818578,0.9987283143808949,8.16255,18652.619481263915,0.2086770199985349,0.9386892177589852,2.5,0.26472195805077514,58.53730477887277,9.338109739461368
11.94,21.6,340.9,16.1,-2.049999999999997,-19.100000000000023,-23.65,6.260674307900832,20703.1,Antofagasta,Antofagasta,6.256667419540234,0.9449489121575307,0.9443441362801616,10.01766,22891.816904359333,0.19793698324193265,0.9133192389006344,19.100000000000023,0.26472195805077514,74.75245123633593,11.275468987185128
10.25,22.4,338.5,19.4,-1.25,-21.5,-23.65,6.260674307900832,17005.9,Antofagasta,Antofagasta,6.259184436954043,0.9304175679820246,0.930196153796468,8.2615,18878.73469007379,0.18939636930615883,0.9471458773784355,21.5,0.26472195805077514,64.17191165598352,9.534510576413798
9.2,25.3,346.6,13.4,1.650000000000002,-13.399999999999975,-23.65,6.260674307900832,16555.5,Antofagasta,Antofagasta,6.2580784332041395,0.9727758782093967,0.9723725343899282,7.967199999999999,18206.21618625624,0.20542361524717093,1.0697674418604652,13.399999999999977,0.26472195805077514,57.59820363268765,8.945827316387339
9.27,15.6,13.6,15.6,-8.049999999999999,13.599999999999994,-23.65,6.260674307900832,16121.1,Antofagasta,Antofagasta,6.198983127390149,0.9719610005785463,0.962383530391291,7.823879999999999,17878.70904399619,0.19852300099008438,0.6596194503171248,13.6,0.26472195805077514,58.03645083424071,8.921295326727266
5.95,29.3,336.1,13.0,5.650000000000002,-23.899999999999977,-23.65,6.260674307900832,10565.6,Antofagasta,Antofagasta,6.230259099994195,0.9142539552342639,0.9098123850837735,5.1765,11829.058902519759,0.20270902881700625,1.2389006342494715,23.899999999999977,0.26472195805077514,37.25101213200995,5.413383691248453
2.4,29.0,10.9,11.7,5.350000000000001,10.900000000000006,-23.65,6.260674307900832,4402.1,Antofagasta,Antofagasta,6.2334009981931615,0.9819587126964436,0.977681016273597,2.1191999999999998,4842.681662555756,0.20938451293759514,1.226215644820296,10.9,0.26472195805077514,15.025618338961996,2.3464344390566327
7.68,26.7,329.0,12.0,3.0500000000000007,-31.0,-23.65,6.260674307900832,13626.0,Antofagasta,Antofagasta,6.251805954889637,0.8571673007021123,0.8559531084540527,6.7584,15443.931553518698,0.20253638698630136,1.1289640591966175,31.0,0.26472195805077514,48.08197868467839,6.573719872927125
4.79,28.1,354.9,10.6,4.450000000000003,-5.100000000000023,-23.65,6.260674307900832,8937.1,Antofagasta,Antofagasta,6.241801020647944,0.9960410654107695,0.9930384225294036,4.28226,9785.589834039267,0.21298891335640271,1.1881606765327697,5.100000000000023,0.26472195805077514,29.988629934844983,4.756654043915843
7.31,26.0,2.7,19.5,2.3500000000000014,2.6999999999999886,-23.65,6.260674307900832,12317.1,Antofagasta,Antofagasta,6.2554090373473565,0.99888987496197,0.9980498016430043,5.884549999999999,13447.05661447361,0.1923476940951596,1.0993657505285412,2.7,0.26472195805077514,45.765529190755075,7.295744050010361
13.09,39.9,61.1,14.0,16.25,61.099999999999994,-23.65,6.260674307900832,19493.7,Antofagasta,Antofagasta,6.010559457657918,0.48328238325500256,0.4639751816712498,11.2574,25724.80395812343,0.1700006278974853,1.6871035940803383,61.1,0.26472195805077514,81.95222669042188,6.073435128076659
5.04,23.0,325.6,18.3,-0.6499999999999986,-34.39999999999998,-23.65,6.260674307900832,8237.6,Antofagasta,Antofagasta,6.260271435138335,0.8251134982782954,0.8250604024394006,4.11768,9409.50048521734,0.18658041603247083,0.9725158562367865,34.39999999999998,0.26472195805077514,31.553798511820194,4.158304428294579
2.76,21.2,36.8,16.8,-2.4499999999999993,36.80000000000001,-23.65,6.260674307900832,4556.7,Antofagasta,Antofagasta,6.254951464733141,0.8007313709487334,0.7999994274183685,2.2963199999999997,5247.426743752375,0.1884678379988088,0.8964059196617337,36.8,0.26472195805077514,17.279461089806293,2.2079984196746967
5.66,17.6,3.7,11.9,-6.049999999999997,3.6999999999999886,-23.65,6.260674307900832,10377.8,Antofagasta,Antofagasta,6.2258042202017085,0.997915618272179,0.9923575260581244,4.98646,11394.789733421941,0.20930748503477095,0.744186046511628,3.7,0.26472195805077514,35.43541658271871,5.616743597488984
5.82,15.4,10.3,11.8,-8.249999999999998,10.300000000000011,-23.65,6.260674307900832,10599.8,Antofagasta,Antofagasta,6.195885011240337,0.9838850379335415,0.9737031922620533,5.133240000000001,11730.203481265438,0.20790770292959246,0.6511627906976745,10.3,0.26472195805077514,36.43712447198284,5.666952578965151
10.6,13.7,3.0,18.1,-9.95,3.0,-23.65,6.260674307900832,17912.4,Antofagasta,Antofagasta,6.16650697114954,0.9986295347545738,0.9836090626673507,8.6814,19838.267546862753,0.19290514344791937,0.5792811839323467,3.0,0.26472195805077514,66.36314766374882,10.426256064273916
9.24,16.5,11.1,12.6,-7.149999999999999,11.099999999999994,-23.65,6.260674307900832,16703.9,Antofagasta,Antofagasta,6.211989410069773,0.9812926639922452,0.973661835308418,8.07576,18454.291649302228,0.20636773804582023,0.6976744186046512,11.1,0.26472195805077514,57.848630605003684,8.996635358249783
12.19,23.1,356.2,19.1,-0.5499999999999972,-3.7999999999999545,-23.65,6.260674307900832,20641.3,Antofagasta,Antofagasta,6.260385859659669,0.9978014682920501,0.9977554965541184,9.861709999999999,22535.44836657358,0.19329883391206956,0.9767441860465117,3.8000000000000114,0.26472195805077514,76.31761981331114,12.162639502994704
10.64,26.3,36.4,11.4,2.650000000000002,36.400000000000006,-23.65,6.260674307900832,18737.5,Antofagasta,Antofagasta,6.253979159955824,0.804893797355914,0.8040330461351524,9.42704,21542.16390155701,0.20103233254368796,1.1120507399577169,36.4,0.26472195805077514,66.61357463606485,8.55491161087802
7.28,24.1,348.6,16.8,0.4500000000000028,-11.399999999999975,-23.65,6.260674307900832,12635.4,Antofagasta,Antofagasta,6.260481213959971,0.9802711746217219,0.9802409407499517,6.05696,13841.038657433804,0.19813149179587533,1.0190274841437634,11.399999999999977,0.26472195805077514,45.577708961518056,7.136154048659649
12.58,17.5,28.3,18.1,-6.149999999999999,28.30000000000001,-23.65,6.260674307900832,20803.4,Antofagasta,Antofagasta,6.224643079429246,0.8804773535091619,0.8754100589769563,10.30302,23543.906201842776,0.18877721395851937,0.7399577167019028,28.3,0.26472195805077514,78.75928279339246,11.012658541930112
4.17,30.9,343.9,12.4,7.25,-16.100000000000023,-23.65,6.260674307900832,7523.1,Antofagasta,Antofagasta,6.210619901770249,0.960779154157594,0.9530976764734231,3.65292,8347.455973378244,0.20594757071055486,1.306553911205074,16.100000000000023,0.26472195805077514,26.107011863946468,3.9744173108941743
2.3,29.6,358.5,12.8,5.950000000000003,-1.5,-23.65,6.260674307900832,4172.4,Antofagasta,Antofagasta,6.22694639609481,0.9996573249755573,0.9942719060198913,2.0056,4583.089063052957,0.20708755211435376,1.2515856236786471,1.5,0.26472195805077514,14.399550908171912,2.2868253838457497
3.17,22.4,333.2,19.6,-1.25,-26.799999999999955,-23.65,6.260674307900832,5191.2,Antofagasta,Antofagasta,6.259184436954043,0.8925858184521258,0.892373407198477,2.54868,5824.106219197152,0.18694092735836826,0.9471458773784355,26.80000000000001,0.26472195805077514,19.846337556045636,2.828823700819172
11.39,18.4,11.4,12.6,-5.25,11.400000000000006,-23.65,6.260674307900832,20657.8,Antofagasta,Antofagasta,6.234410325747733,0.9802711746217219,0.9761588660477124,9.95486,22748.30972787363,0.20704094354977728,0.7780126849894292,11.4,0.26472195805077514,71.30908036699047,11.118449484283445
8.0,28.0,36.1,14.3,4.350000000000001,36.099999999999994,-23.65,6.260674307900832,13623.5,Antofagasta,Antofagasta,6.242639324605827,0.8079898838980306,0.8056623256603749,6.856,15666.961815063356,0.19439925799086757,1.1839323467230445,36.1,0.26472195805077514,50.085394463206654,6.445298605282999
4.1,25.2,358.1,14.3,1.5500000000000007,-1.8999999999999773,-23.65,6.260674307900832,7349.5,Antofagasta,Antofagasta,6.258383531180796,0.9994502159417572,0.9990845177477743,3.5136999999999996,8029.31793021997,0.20463024835727808,1.06553911205074,1.8999999999999773,0.26472195805077514,25.668764662393407,4.096246522765874
8.51,12.1,355.1,12.5,-11.55,-4.899999999999977,-23.65,6.260674307900832,15269.8,Antofagasta,Antofagasta,6.13389784547457,0.9963452961909065,0.9761696528346109,7.44625,17015.769313800396,0.20483288529744756,0.5116279069767442,4.899999999999977,0.26472195805077514,53.27833836023608,8.30720374562254
