system_size_kw,tilt,azimuth,losses,tilt_deviation,azimuth_deviation,latitude,solrad_annual,ac_annual,city,region
14.62,11.6,15.8,11.8,-12.049999999999999,15.800000000000011,-23.65,6.260674307900832,26180.3,Antofagasta,Antofagasta
13.61,0.0,0.1,14.7,-23.65,0.09999999999999432,-23.65,6.260674307900832,22287.3,Antofagasta,Antofagasta
12.12,19.3,8.5,13.9,-4.349999999999998,8.5,-23.65,6.260674307900832,21732.9,Antofagasta,Antofagasta
4.53,43.0,16.8,12.4,19.35,16.80000000000001,-23.65,6.260674307900832,7759.6,Antofagasta,Antofagasta
8.07,27.1,350.6,17.5,3.450000000000003,-9.399999999999977,-23.65,6.260674307900832,13868.8,Antofagasta,Antofagasta
2.57,19.2,18.9,13.1,-4.449999999999999,18.900000000000006,-23.65,6.260674307900832,4598.4,Antofagasta,Antofagasta
4.01,27.4,9.5,12.7,3.75,9.5,-23.65,6.260674307900832,7283.8,Antofagasta,Antofagasta
10.88,11.2,329.1,11.3,-12.45,-30.899999999999977,-23.65,6.260674307900832,19025.9,Antofagasta,Antofagasta
11.68,21.3,36.1,14.4,-2.349999999999998,36.099999999999994,-23.65,6.260674307900832,19907.2,Antofagasta,Antofagasta
14.58,24.4,347.5,13.0,0.75,-12.5,-23.65,6.260674307900832,26401.1,Antofagasta,Antofagasta
6.24,23.0,318.6,13.7,-0.6499999999999986,-41.39999999999998,-23.65,6.260674307900832,10547.6,Antofagasta,Antofagasta
6.82,30.0,333.9,12.4,6.350000000000001,-26.100000000000023,-23.65,6.260674307900832,12116.9,Antofagasta,Antofagasta
8.1,26.4,334.5,17.6,2.75,-25.5,-23.65,6.260674307900832,13624.0,Antofagasta,Antofagasta
4.46,29.0,1.3,19.3,5.350000000000001,1.3000000000000114,-23.65,6.260674307900832,7512.6,Antofagasta,Antofagasta
3.69,18.1,353.2,15.0,-5.549999999999997,-6.7999999999999545,-23.65,6.260674307900832,6529.0,Antofagasta,Antofagasta
8.18,30.8,351.6,16.4,7.150000000000002,-8.399999999999977,-23.65,6.260674307900832,14178.5,Antofagasta,Antofagasta
4.95,36.7,15.5,18.7,13.050000000000004,15.5,-23.65,6.260674307900832,8141.8,Antofagasta,Antofagasta
10.71,15.9,8.5,20.0,-7.749999999999998,8.5,-23.65,6.260674307900832,17736.0,Antofagasta,Antofagasta
7.68,16.5,7.9,16.1,-7.149999999999999,7.900000000000006,-23.65,6.260674307900832,13363.9,Antofagasta,Antofagasta
12.82,34.3,10.2,18.9,10.649999999999999,10.199999999999989,-23.65,6.260674307900832,21328.0,Antofagasta,Antofagasta
11.1,22.1,15.4,19.1,-1.5499999999999972,15.400000000000006,-23.65,6.260674307900832,18646.3,Antofagasta,Antofagasta
6.06,34.9,307.3,17.9,11.25,-52.69999999999999,-23.65,6.260674307900832,9161.3,Antofagasta,Antofagasta
12.82,20.1,350.9,14.6,-3.549999999999997,-9.100000000000023,-23.65,6.260674307900832,22817.9,Antofagasta,Antofagasta
12.46,35.3,305.5,10.8,11.649999999999999,-54.5,-23.65,6.260674307900832,20275.5,Antofagasta,Antofagasta
7.04,24.7,0.9,10.2,1.0500000000000007,0.9000000000000057,-23.65,6.260674307900832,13243.3,Antofagasta,Antofagasta
5.75,25.7,359.9,14.8,2.0500000000000007,-0.10000000000002274,-23.65,6.260674307900832,10257.4,Antofagasta,Antofagasta
10.87,36.2,26.1,14.9,12.550000000000004,26.099999999999994,-23.65,6.260674307900832,18424.4,Antofagasta,Antofagasta
3.82,20.8,29.7,14.1,-2.849999999999998,29.69999999999999,-23.65,6.260674307900832,6633.3,Antofagasta,Antofagasta
4.6,16.1,5.1,15.7,-7.549999999999997,5.099999999999994,-23.65,6.260674307900832,8046.1,Antofagasta,Antofagasta
2.1,20.1,347.5,15.5,-3.549999999999997,-12.5,-23.65,6.260674307900832,3679.9,Antofagasta,Antofagasta
12.23,27.3,12.1,18.4,3.650000000000002,12.099999999999994,-23.65,6.260674307900832,20758.5,Antofagasta,Antofagasta
10.64,11.1,346.8,11.1,-12.549999999999999,-13.200000000000045,-23.65,6.260674307900832,19225.9,Antofagasta,Antofagasta
11.17,28.7,360.0,12.3,5.050000000000001,0.0,-23.65,6.260674307900832,20448.4,Antofagasta,Antofagasta
12.15,19.3,24.7,17.9,-4.349999999999998,24.69999999999999,-23.65,6.260674307900832,20350.9,Antofagasta,Antofagasta
7.97,32.8,346.1,18.5,9.149999999999999,-13.899999999999977,-23.65,6.260674307900832,13331.7,Antofagasta,Antofagasta
9.39,4.5,20.1,19.9,-19.15,20.099999999999994,-23.65,6.260674307900832,14653.1,Antofagasta,Antofagasta
3.82,17.4,16.9,18.7,-6.25,16.900000000000006,-23.65,6.260674307900832,6390.2,Antofagasta,Antofagasta
3.49,10.2,336.1,18.9,-13.45,-23.899999999999977,-23.65,6.260674307900832,5639.9,Antofagasta,Antofagasta
10.69,17.0,24.3,13.1,-6.649999999999999,24.30000000000001,-23.65,6.260674307900832,18887.6,Antofagasta,Antofagasta
8.12,25.6,17.5,14.0,1.9500000000000028,17.5,-23.65,6.260674307900832,14457.0,Antofagasta,Antofagasta
9.35,22.2,2.5,12.7,-1.4499999999999993,2.5,-23.65,6.260674307900832,17091.9,Antofagasta,Antofagasta
11.94,21.6,340.9,16.1,-2.049999999999997,-19.100000000000023,-23.65,6.260674307900832,20703.1,Antofagasta,Antofagasta
10.25,22.4,338.5,19.4,-1.25,-21.5,-23.65,6.260674307900832,17005.9,Antofagasta,Antofagasta
9.2,25.3,346.6,13.4,1.6500000000000021,-13.399999999999977,-23.65,6.260674307900832,16555.5,Antofagasta,Antofagasta
9.27,15.6,13.6,15.6,-8.049999999999999,13.599999999999994,-23.65,6.260674307900832,16121.1,Antofagasta,Antofagasta
5.95,29.3,336.1,13.0,5.650000000000002,-23.899999999999977,-23.65,6.260674307900832,10565.6,Antofagasta,Antofagasta
2.4,29.0,10.9,11.7,5.350000000000001,10.900000000000006,-23.65,6.260674307900832,4402.1,Antofagasta,Antofagasta
7.68,26.7,329.0,12.0,3.0500000000000007,-31.0,-23.65,6.260674307900832,13626.0,Antofagasta,Antofagasta
4.79,28.1,354.9,10.6,4.450000000000003,-5.100000000000023,-23.65,6.260674307900832,8937.1,Antofagasta,Antofagasta
7.31,26.0,2.7,19.5,2.3500000000000014,2.6999999999999886,-23.65,6.260674307900832,12317.1,Antofagasta,Antofagasta
13.09,39.9,61.1,14.0,16.25,61.099999999999994,-23.65,6.260674307900832,19493.7,Antofagasta,Antofagasta
5.04,23.0,325.6,18.3,-0.6499999999999986,-34.39999999999998,-23.65,6.260674307900832,8237.6,Antofagasta,Antofagasta
2.76,21.2,36.8,16.8,-2.4499999999999993,36.80000000000001,-23.65,6.260674307900832,4556.7,Antofagasta,Antofagasta
5.66,17.6,3.7,11.9,-6.049999999999997,3.6999999999999886,-23.65,6.260674307900832,10377.8,Antofagasta,Antofagasta
5.82,15.4,10.3,11.8,-8.249999999999998,10.300000000000011,-23.65,6.260674307900832,10599.8,Antofagasta,Antofagasta
10.6,13.7,3.0,18.1,-9.95,3.0,-23.65,6.260674307900832,17912.4,Antofagasta,Antofagasta
9.24,16.5,11.1,12.6,-7.149999999999999,11.099999999999994,-23.65,6.260674307900832,16703.9,Antofagasta,Antofagasta
12.19,23.1,356.2,19.1,-0.5499999999999972,-3.7999999999999545,-23.65,6.260674307900832,20641.3,Antofagasta,Antofagasta
10.64,26.3,36.4,11.4,2.650000000000002,36.400000000000006,-23.65,6.260674307900832,18737.5,Antofagasta,Antofagasta
7.28,24.1,348.6,16.8,0.45000000000000284,-11.399999999999977,-23.65,6.260674307900832,12635.4,Antofagasta,Antofagasta
12.58,17.5,28.3,18.1,-6.149999999999999,28.30000000000001,-23.65,6.260674307900832,20803.4,Antofagasta,Antofagasta
4.17,30.9,343.9,12.4,7.25,-16.100000000000023,-23.65,6.260674307900832,7523.1,Antofagasta,Antofagasta
2.3,29.6,358.5,12.8,5.950000000000003,-1.5,-23.65,6.260674307900832,4172.4,Antofagasta,Antofagasta
3.17,22.4,333.2,19.6,-1.25,-26.799999999999955,-23.65,6.260674307900832,5191.2,Antofagasta,Antofagasta
11.39,18.4,11.4,12.6,-5.25,11.400000000000006,-23.65,6.260674307900832,20657.8,Antofagasta,Antofagasta
8.0,28.0,36.1,14.3,4.350000000000001,36.099999999999994,-23.65,6.260674307900832,13623.5,Antofagasta,Antofagasta
4.1,25.2,358.1,14.3,1.5500000000000007,-1.8999999999999773,-23.65,6.260674307900832,7349.5,Antofagasta,Antofagasta
8.51,12.1,355.1,12.5,-11.549999999999999,-4.899999999999977,-23.65,6.260674307900832,15269.8,Antofagasta,Antofagasta
3.98,23.1,332.1,17.8,-0.5499999999999972,-27.899999999999977,-23.65,6.260674307900832,6655.7,Antofagasta,Antofagasta
11.05,25.7,354.3,17.7,2.0500000000000007,-5.7000000000000455,-23.65,6.260674307900832,19015.9,Antofagasta,Antofagasta
7.8,16.5,320.2,13.8,-7.149999999999999,-39.80000000000001,-23.65,6.260674307900832,13142.8,Antofagasta,Antofagasta
6.95,25.2,337.2,18.4,1.5500000000000007,-22.799999999999955,-23.65,6.260674307900832,11655.1,Antofagasta,Antofagasta
5.92,12.0,5.7,12.1,-11.649999999999999,5.699999999999989,-23.65,6.260674307900832,10660.6,Antofagasta,Antofagasta
10.19,34.3,33.0,10.0,10.649999999999999,33.0,-23.65,6.260674307900832,18102.1,Antofagasta,Antofagasta
6.7,33.6,70.2,15.7,9.950000000000003,70.19999999999999,-23.65,6.260674307900832,9536.8,Antofagasta,Antofagasta
3.14,21.6,345.3,19.9,-2.049999999999997,-14.700000000000045,-23.65,6.260674307900832,5219.5,Antofagasta,Antofagasta
3.53,26.6,35.9,10.4,2.950000000000003,35.900000000000006,-23.65,6.260674307900832,6304.4,Antofagasta,Antofagasta
14.5,4.4,6.1,12.1,-19.25,6.099999999999994,-23.65,6.260674307900832,25183.6,Antofagasta,Antofagasta
13.81,14.4,356.2,15.2,-9.249999999999998,-3.7999999999999545,-23.65,6.260674307900832,24208.8,Antofagasta,Antofagasta
11.1,21.3,10.8,18.1,-2.349999999999998,10.800000000000011,-23.65,6.260674307900832,18939.2,Antofagasta,Antofagasta
5.46,15.1,1.5,10.9,-8.549999999999999,1.5,-23.65,6.260674307900832,10071.7,Antofagasta,Antofagasta
14.6,29.4,2.8,14.0,5.75,2.8000000000000114,-23.65,6.260674307900832,26180.8,Antofagasta,Antofagasta
12.12,39.6,349.8,17.5,15.950000000000003,-10.200000000000045,-23.65,6.260674307900832,20072.9,Antofagasta,Antofagasta
11.32,14.2,325.0,13.7,-9.45,-35.0,-23.65,6.260674307900832,19255.5,Antofagasta,Antofagasta
7.84,17.0,321.4,11.9,-6.649999999999999,-38.60000000000002,-23.65,6.260674307900832,13569.5,Antofagasta,Antofagasta
5.54,25.5,16.3,12.0,1.8500000000000014,16.30000000000001,-23.65,6.260674307900832,10108.6,Antofagasta,Antofagasta
3.25,36.5,353.1,14.1,12.850000000000001,-6.899999999999977,-23.65,6.260674307900832,5696.6,Antofagasta,Antofagasta
13.73,13.9,345.1,14.8,-9.749999999999998,-14.899999999999977,-23.65,6.260674307900832,23956.5,Antofagasta,Antofagasta
7.93,25.6,0.2,18.6,1.9500000000000028,0.19999999999998863,-23.65,6.260674307900832,13504.3,Antofagasta,Antofagasta
4.63,38.2,19.9,16.4,14.550000000000004,19.900000000000006,-23.65,6.260674307900832,7730.0,Antofagasta,Antofagasta
5.98,10.4,4.5,16.9,-13.249999999999998,4.5,-23.65,6.260674307900832,10122.9,Antofagasta,Antofagasta
9.53,13.4,343.6,19.8,-10.249999999999998,-16.399999999999977,-23.65,6.260674307900832,15590.2,Antofagasta,Antofagasta
4.3,20.3,30.7,14.1,-3.349999999999998,30.69999999999999,-23.65,6.260674307900832,7445.3,Antofagasta,Antofagasta
13.14,19.5,39.5,14.0,-4.149999999999999,39.5,-23.65,6.260674307900832,22209.8,Antofagasta,Antofagasta
11.86,30.2,12.4,19.2,6.550000000000001,12.400000000000006,-23.65,6.260674307900832,19824.9,Antofagasta,Antofagasta
11.35,25.6,24.3,12.5,1.9500000000000028,24.30000000000001,-23.65,6.260674307900832,20342.6,Antofagasta,Antofagasta
7.62,9.5,31.0,17.3,-14.149999999999999,31.0,-23.65,6.260674307900832,12328.1,Antofagasta,Antofagasta
10.16,27.8,28.3,17.5,4.150000000000002,28.30000000000001,-23.65,6.260674307900832,16968.2,Antofagasta,Antofagasta
9.59,19.0,15.4,11.0,-4.649999999999999,15.400000000000006,-23.65,6.260674307900832,17674.4,Antofagasta,Antofagasta
10.45,33.8,15.0,14.7,10.149999999999999,15.0,-23.65,6.260674307900832,18224.3,Antofagasta,Antofagasta
3.1,18.6,13.0,12.0,-5.049999999999997,13.0,-23.65,6.260674307900832,5652.5,Antofagasta,Antofagasta
7.41,18.6,332.6,11.9,-5.049999999999997,-27.399999999999977,-23.65,6.260674307900832,13233.5,Antofagasta,Antofagasta
2.54,28.0,17.5,14.6,4.350000000000001,17.5,-23.65,6.260674307900832,4478.5,Antofagasta,Antofagasta
8.42,29.8,326.1,12.9,6.150000000000002,-33.89999999999998,-23.65,6.260674307900832,14618.6,Antofagasta,Antofagasta
6.29,27.2,340.1,18.0,3.5500000000000007,-19.899999999999977,-23.65,6.260674307900832,10625.3,Antofagasta,Antofagasta
3.88,10.2,32.6,19.1,-13.45,32.599999999999994,-23.65,6.260674307900832,6138.1,Antofagasta,Antofagasta
3.34,28.0,21.0,18.0,4.350000000000001,21.0,-23.65,6.260674307900832,5631.2,Antofagasta,Antofagasta
9.64,15.4,37.2,12.7,-8.249999999999998,37.19999999999999,-23.65,6.260674307900832,16544.0,Antofagasta,Antofagasta
4.22,25.5,353.2,12.7,1.8500000000000014,-6.7999999999999545,-23.65,6.260674307900832,7692.9,Antofagasta,Antofagasta
14.03,12.3,331.2,12.5,-11.349999999999998,-28.80000000000001,-23.65,6.260674307900832,24401.6,Antofagasta,Antofagasta
9.55,27.2,354.0,11.4,3.5500000000000007,-6.0,-23.65,6.260674307900832,17685.3,Antofagasta,Antofagasta
6.51,17.2,2.6,19.4,-6.449999999999999,2.5999999999999943,-23.65,6.260674307900832,10914.4,Antofagasta,Antofagasta
9.68,13.4,2.0,14.0,-10.249999999999998,2.0,-23.65,6.260674307900832,17159.0,Antofagasta,Antofagasta
2.3,29.4,28.3,12.2,5.75,28.30000000000001,-23.65,6.260674307900832,4073.2,Antofagasta,Antofagasta
14.46,25.6,351.0,18.5,1.9500000000000028,-9.0,-23.65,6.260674307900832,24611.9,Antofagasta,Antofagasta
8.27,18.7,8.8,14.0,-4.949999999999999,8.800000000000011,-23.65,6.260674307900832,14803.5,Antofagasta,Antofagasta
12.18,35.3,335.3,10.4,11.649999999999999,-24.700000000000045,-23.65,6.260674307900832,21881.5,Antofagasta,Antofagasta
3.08,20.1,11.3,11.6,-3.549999999999997,11.300000000000011,-23.65,6.260674307900832,5656.5,Antofagasta,Antofagasta
8.33,23.9,0.1,16.4,0.25,0.09999999999999432,-23.65,6.260674307900832,14585.1,Antofagasta,Antofagasta
8.38,25.8,341.3,17.8,2.150000000000002,-18.700000000000045,-23.65,6.260674307900832,14222.6,Antofagasta,Antofagasta
14.19,18.7,354.1,12.1,-4.949999999999999,-5.899999999999977,-23.65,6.260674307900832,26000.3,Antofagasta,Antofagasta
9.43,27.4,355.4,19.2,3.75,-4.600000000000023,-23.65,6.260674307900832,15925.3,Antofagasta,Antofagasta
8.16,19.4,353.2,18.5,-4.25,-6.7999999999999545,-23.65,6.260674307900832,13860.8,Antofagasta,Antofagasta
5.47,20.4,44.3,18.5,-3.25,44.30000000000001,-23.65,6.260674307900832,8639.7,Antofagasta,Antofagasta
6.31,34.6,357.5,12.3,10.950000000000003,-2.5,-23.65,6.260674307900832,11385.8,Antofagasta,Antofagasta
8.77,15.3,353.9,10.5,-8.349999999999998,-6.100000000000023,-23.65,6.260674307900832,16245.0,Antofagasta,Antofagasta
7.71,4.3,307.6,18.7,-19.349999999999998,-52.39999999999998,-23.65,6.260674307900832,11116.7,Antofagasta,Antofagasta
2.28,36.5,337.6,13.1,12.850000000000001,-22.399999999999977,-23.65,6.260674307900832,3973.3,Antofagasta,Antofagasta
12.74,44.0,353.4,16.2,20.35,-6.600000000000023,-23.65,6.260674307900832,20936.4,Antofagasta,Antofagasta
13.65,20.4,342.9,17.6,-3.25,-17.100000000000023,-23.65,6.260674307900832,23264.3,Antofagasta,Antofagasta
3.82,8.2,34.5,11.3,-15.45,34.5,-23.65,6.260674307900832,6539.2,Antofagasta,Antofagasta
9.2,21.2,355.9,17.8,-2.4499999999999993,-4.100000000000023,-23.65,6.260674307900832,15821.4,Antofagasta,Antofagasta
3.41,21.4,32.2,19.4,-2.25,32.19999999999999,-23.65,6.260674307900832,5531.3,Antofagasta,Antofagasta
10.74,22.1,1.5,17.3,-1.5499999999999972,1.5,-23.65,6.260674307900832,18602.4,Antofagasta,Antofagasta
5.66,14.7,0.9,14.4,-8.95,0.9000000000000057,-23.65,6.260674307900832,10019.4,Antofagasta,Antofagasta
10.57,28.3,357.8,18.8,4.650000000000002,-2.2000000000000455,-23.65,6.260674307900832,17931.1,Antofagasta,Antofagasta
11.45,27.8,0.1,15.3,4.150000000000002,0.09999999999999432,-23.65,6.260674307900832,20271.7,Antofagasta,Antofagasta
11.99,11.7,43.0,17.4,-11.95,43.0,-23.65,6.260674307900832,18881.5,Antofagasta,Antofagasta
3.4,29.2,302.0,18.2,5.550000000000001,-58.0,-23.65,6.260674307900832,5072.9,Antofagasta,Antofagasta
13.91,40.1,310.0,17.5,16.450000000000003,-50.0,-23.65,6.260674307900832,20896.8,Antofagasta,Antofagasta
4.99,25.0,346.4,12.9,1.3500000000000014,-13.600000000000023,-23.65,6.260674307900832,9046.7,Antofagasta,Antofagasta
2.49,21.0,0.4,11.2,-2.6499999999999986,0.4000000000000057,-23.65,6.260674307900832,4621.7,Antofagasta,Antofagasta
9.21,22.5,17.3,12.4,-1.1499999999999986,17.30000000000001,-23.65,6.260674307900832,16717.3,Antofagasta,Antofagasta
6.82,28.6,11.8,15.0,4.950000000000003,11.800000000000011,-23.65,6.260674307900832,12035.5,Antofagasta,Antofagasta
12.79,9.8,350.4,15.1,-13.849999999999998,-9.600000000000023,-23.65,6.260674307900832,22018.9,Antofagasta,Antofagasta
12.51,25.0,25.5,15.8,1.3500000000000014,25.5,-23.65,6.260674307900832,21508.2,Antofagasta,Antofagasta
6.12,20.5,25.8,14.0,-3.1499999999999986,25.80000000000001,-23.65,6.260674307900832,10744.6,Antofagasta,Antofagasta
14.39,38.4,4.6,17.9,14.75,4.599999999999994,-23.65,6.260674307900832,23918.4,Antofagasta,Antofagasta
5.78,22.3,24.1,19.1,-1.3499999999999979,24.099999999999994,-23.65,6.260674307900832,9578.0,Antofagasta,Antofagasta
8.7,37.0,6.8,12.5,13.350000000000001,6.800000000000011,-23.65,6.260674307900832,15489.1,Antofagasta,Antofagasta
5.33,14.8,346.0,17.4,-8.849999999999998,-14.0,-23.65,6.260674307900832,9045.8,Antofagasta,Antofagasta
14.17,28.3,17.4,16.8,4.650000000000002,17.400000000000006,-23.65,6.260674307900832,24335.7,Antofagasta,Antofagasta
4.14,26.2,2.8,15.2,2.5500000000000007,2.8000000000000114,-23.65,6.260674307900832,7343.0,Antofagasta,Antofagasta
2.58,16.7,0.0,11.9,-6.949999999999999,0.0,-23.65,6.260674307900832,4734.9,Antofagasta,Antofagasta
7.66,25.1,36.8,18.0,1.4500000000000028,36.80000000000001,-23.65,6.260674307900832,12483.4,Antofagasta,Antofagasta
14.9,33.4,298.7,19.6,9.75,-61.30000000000001,-23.65,6.260674307900832,21286.0,Antofagasta,Antofagasta
13.59,21.1,324.6,17.2,-2.549999999999997,-35.39999999999998,-23.65,6.260674307900832,22431.4,Antofagasta,Antofagasta
11.73,10.1,330.3,19.2,-13.549999999999999,-29.69999999999999,-23.65,6.260674307900832,18669.5,Antofagasta,Antofagasta
13.58,23.5,350.9,19.8,-0.14999999999999858,-9.100000000000023,-23.65,6.260674307900832,22734.9,Antofagasta,Antofagasta
13.61,16.4,353.6,13.5,-7.25,-6.399999999999977,-23.65,6.260674307900832,24434.3,Antofagasta,Antofagasta
8.75,20.9,322.3,16.4,-2.75,-37.69999999999999,-23.65,6.260674307900832,14482.8,Antofagasta,Antofagasta
6.11,23.0,335.4,14.7,-0.6499999999999986,-24.600000000000023,-23.65,6.260674307900832,10657.3,Antofagasta,Antofagasta
12.04,10.0,338.5,19.9,-13.649999999999999,-21.5,-23.65,6.260674307900832,19291.5,Antofagasta,Antofagasta
10.6,10.7,61.4,10.9,-12.95,61.400000000000006,-23.65,6.260674307900832,16575.4,Antofagasta,Antofagasta
6.86,27.5,45.0,14.1,3.8500000000000014,45.0,-23.65,6.260674307900832,11371.2,Antofagasta,Antofagasta
3.23,19.5,349.7,18.8,-4.149999999999999,-10.299999999999955,-23.65,6.260674307900832,5457.9,Antofagasta,Antofagasta
11.71,3.1,350.9,12.8,-20.549999999999997,-9.100000000000023,-23.65,6.260674307900832,19960.8,Antofagasta,Antofagasta
5.41,29.9,331.3,17.9,6.25,-28.69999999999999,-23.65,6.260674307900832,8966.2,Antofagasta,Antofagasta
14.18,25.8,312.3,13.8,2.150000000000002,-47.69999999999999,-23.65,6.260674307900832,23394.6,Antofagasta,Antofagasta
5.13,17.9,357.1,19.8,-5.75,-2.8999999999999773,-23.65,6.260674307900832,8578.6,Antofagasta,Antofagasta
3.6,13.1,335.1,18.8,-10.549999999999999,-24.899999999999977,-23.65,6.260674307900832,5869.7,Antofagasta,Antofagasta
12.8,30.3,357.9,13.0,6.650000000000002,-2.1000000000000227,-23.65,6.260674307900832,23172.8,Antofagasta,Antofagasta
3.99,26.4,320.0,17.7,2.75,-40.0,-23.65,6.260674307900832,6461.3,Antofagasta,Antofagasta
4.33,42.7,341.0,13.4,19.050000000000004,-19.0,-23.65,6.260674307900832,7326.5,Antofagasta,Antofagasta
9.79,27.0,3.7,16.1,3.3500000000000014,3.6999999999999886,-23.65,6.260674307900832,17180.9,Antofagasta,Antofagasta
13.37,26.8,9.2,16.6,3.150000000000002,9.199999999999989,-23.65,6.260674307900832,23255.8,Antofagasta,Antofagasta
4.55,22.3,10.4,18.3,-1.3499999999999979,10.400000000000006,-23.65,6.260674307900832,7760.4,Antofagasta,Antofagasta
6.03,30.2,327.0,10.2,6.550000000000001,-33.0,-23.65,6.260674307900832,10808.8,Antofagasta,Antofagasta
12.11,28.7,21.4,12.2,5.050000000000001,21.400000000000006,-23.65,6.260674307900832,21799.6,Antofagasta,Antofagasta
14.63,33.7,340.0,17.1,10.050000000000004,-20.0,-23.65,6.260674307900832,24642.9,Antofagasta,Antofagasta
8.51,19.5,15.8,15.6,-4.149999999999999,15.800000000000011,-23.65,6.260674307900832,14858.3,Antofagasta,Antofagasta
3.87,20.2,359.7,15.0,-3.4499999999999993,-0.2999999999999545,-23.65,6.260674307900832,6883.8,Antofagasta,Antofagasta
2.18,19.8,325.6,10.6,-3.849999999999998,-34.39999999999998,-23.65,6.260674307900832,3895.9,Antofagasta,Antofagasta
4.99,30.0,352.1,13.5,6.350000000000001,-7.899999999999977,-23.65,6.260674307900832,8960.4,Antofagasta,Antofagasta
3.71,35.6,9.1,18.7,11.950000000000003,9.099999999999994,-23.65,6.260674307900832,6171.7,Antofagasta,Antofagasta
10.81,20.0,15.3,10.3,-3.6499999999999986,15.300000000000011,-23.65,6.260674307900832,20089.7,Antofagasta,Antofagasta
3.58,20.3,356.5,14.0,-3.349999999999998,-3.5,-23.65,6.260674307900832,6445.5,Antofagasta,Antofagasta
8.58,26.2,38.3,19.5,2.5500000000000007,38.30000000000001,-23.65,6.260674307900832,13668.8,Antofagasta,Antofagasta
11.03,21.7,25.2,10.5,-1.9499999999999993,25.19999999999999,-23.65,6.260674307900832,20162.5,Antofagasta,Antofagasta
9.55,31.3,353.6,17.5,7.650000000000002,-6.399999999999977,-23.65,6.260674307900832,16343.7,Antofagasta,Antofagasta
4.6,5.6,18.8,12.6,-18.049999999999997,18.80000000000001,-23.65,6.260674307900832,7900.3,Antofagasta,Antofagasta
12.45,17.0,48.3,18.7,-6.649999999999999,48.30000000000001,-23.65,6.260674307900832,19231.6,Antofagasta,Antofagasta
11.3,17.4,49.0,17.5,-6.25,49.0,-23.65,6.260674307900832,17674.9,Antofagasta,Antofagasta
11.61,5.1,329.3,18.9,-18.549999999999997,-30.69999999999999,-23.65,6.260674307900832,18037.9,Antofagasta,Antofagasta
3.7,15.9,336.8,12.2,-7.749999999999998,-23.200000000000045,-23.65,6.260674307900832,6617.0,Antofagasta,Antofagasta
3.61,16.3,37.1,15.3,-7.349999999999998,37.099999999999994,-23.65,6.260674307900832,6020.4,Antofagasta,Antofagasta
